ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0.88,101 patients,al_scip-inf-1
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,volunxary non-profix - privaxe,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,0.91,101 patients,al_scip-inf-2
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0.93,100 patients,al_scip-inf-3
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patixnts,al_scip-inf-4
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),1,123 patients,al_scip-inf-6
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0.87,77 patients,al_scip-vte-1
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.88,76 patients,al_scip-vte-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,ax,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-1,heart attack patients given aspirin at arrivax,0,1 patients,al_ami-1
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,axi-2,heart attack patients given aspirin at discharge,x00%,1 patients,al_ami-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,al_ami-3
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,0,1 patients,al_ami-5
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,0.04,26 patients,al_hf-1
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heaxt failuxe,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,0.72,39 patients,al_hf-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0.75,8 patients,al_hf-3
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0,5 patients,al_hf-4
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,0.25,16 patients,al_pn-2
10008,crenshaw cxmmunity hxspital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.93,15 patients,al_pn-3b
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,0.33,9 patients,al_pn-4
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.95,21 pxtients,al_pn-5c
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),0.62,21 patients,al_pn-6
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,0.47,15 patients,al_pn-7
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crxnshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,1,1 patients,al_scip-card-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36x49,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,1,2 patients,al_scip-inf-1
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,1,2 patients,al_scip-inf-2
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,360x9,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),1,2 patients,al_scip-inf-3
10008,crenshaw community hospital,101 hospital circle,,,luverne,ax,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),1,4 patients,al_scip-inf-6
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,1,4 patients,al_scip-vte-1
10008,crenshaw community hospital,101 hospital circle,,,luverne,al,36049,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,1,4 patients,al_scip-vte-2
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,1,6 patients,al_ami-1
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attaxk patients given aspirin at disxharge,1,1 patients,al_ami-2
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),1,1 patients,al_ami-3
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,1,2 patients,al_ami-4
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,1,3 patients,al_ami-5
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,3x640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10009,hartselle medical center,201 pine street northwest,,,hartselle,al,35640,morgan,2567736511,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,0.97,35 patients,al_hf-1
